001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
008/045_2015-10-24_14-35-29.log:<181>Oct 24 15:50:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.38]
008/046_2015-10-24_15-53-11.log:<181>Oct 24 15:52:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-3b-0-6e, IP: 192.168.179.33]
008/046_2015-10-24_15-53-11.log:<181>Oct 24 15:54:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.37]
008/046_2015-10-24_15-53-11.log:<181>Oct 24 16:20:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.37]
008/046_2015-10-24_15-53-11.log:<181>Oct 24 16:29:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.11]
008/047_2015-10-24_16-51-51.log:<181>Oct 24 17:05:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.35]
008/047_2015-10-24_16-51-51.log:<181>Oct 24 17:25:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.37]
008/047_2015-10-24_16-51-51.log:<181>Oct 24 17:26:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.40]
008/047_2015-10-24_16-51-51.log:<181>Oct 24 17:27:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: dc-86-d8-bc-25-89, IP: 192.168.179.41]
008/047_2015-10-24_16-51-51.log:<181>Oct 24 17:27:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/048_2015-10-24_17-37-18.log:<181>Jan  1 00:00:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.30]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 17:45:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:20:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.14]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:20:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.14]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:22:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.31]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:24:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.31]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:25:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: dc-86-d8-bc-25-89, IP: 192.168.179.41]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:26:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.40]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:30:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.31]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:30:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: dc-86-d8-bc-25-89, IP: 192.168.179.30]
008/048_2015-10-24_17-37-18.log:<181>Oct 24 18:33:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: dc-86-d8-bc-25-89, IP: 192.168.179.32]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 18:45:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: dc-86-d8-bc-25-89, IP: 192.168.179.32]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 18:47:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.30]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 18:50:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 18:57:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.33]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 19:08:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 19:19:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.34]
008/049_2015-10-24_18-36-26.log:<181>Oct 24 19:20:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.32]
008/050_2015-10-24_19-29-22.log:<181>Oct 24 19:43:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.37]
008/050_2015-10-24_19-29-22.log:<181>Oct 24 20:04:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-3b-0-6e, IP: 192.168.179.38]
008/051_2015-10-24_20-11-36.log:<181>Oct 24 20:15:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.39]
008/051_2015-10-24_20-11-36.log:<181>Oct 24 21:01:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 70-ec-e4-8d-4b-da, IP: 192.168.179.42]
008/053_2015-10-24_21-55-48.log:<181>Oct 24 22:11:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.32]
008/054_2015-10-24_23-23-35.log:<181>Oct 24 23:35:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/054_2015-10-24_23-23-35.log:<181>Oct 25 00:34:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/055_2015-10-25_00-38-44.log:<181>Oct 25 01:03:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.37]
008/055_2015-10-25_00-38-44.log:<181>Oct 25 01:03:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.37]
008/055_2015-10-25_00-38-44.log:<181>Oct 25 01:15:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/055_2015-10-25_00-38-44.log:<181>Oct 25 01:18:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
008/055_2015-10-25_00-38-44.log:<181>Oct 25 01:18:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
008/056_2015-10-25_01-37-09.log:<181>Oct 25 01:44:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/057_2015-10-25_02-23-27.log:<181>Oct 25 03:09:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.32]
008/058_2015-10-25_03-17-38.log:<181>Oct 25 03:27:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.31]
008/058_2015-10-25_03-17-38.log:<181>Oct 25 04:16:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.31]
008/059_2015-10-25_04-26-10.log:<181>Oct 25 05:04:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/059_2015-10-25_04-26-10.log:<181>Oct 25 05:13:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/059_2015-10-25_04-26-10.log:<181>Oct 25 05:15:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.179.33]
008/059_2015-10-25_04-26-10.log:<181>Oct 25 05:17:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.10]
008/060_2015-10-25_05-47-05.log:<181>Jan  1 00:00:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/060_2015-10-25_05-47-05.log:<181>Oct 25 06:21:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/060_2015-10-25_05-47-05.log:<181>Oct 25 06:37:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/060_2015-10-25_05-47-05.log:<181>Oct 25 06:42:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
008/061_2015-10-25_06-56-43.log:<181>Jan  1 00:00:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:02:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:12:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:26:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:27:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:29:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:29:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:39:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:47:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 07:52:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.1.10]
008/061_2015-10-25_06-56-43.log:<181>Oct 25 08:02:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/062_2015-10-25_08-15-44.log:<181>Oct 25 08:14:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.31]
008/062_2015-10-25_08-15-44.log:<181>Oct 25 09:30:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.32]
008/062_2015-10-25_08-15-44.log:<181>Oct 25 09:41:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.32]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:05:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.34]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:07:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:07:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:10:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:18:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.37]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:28:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:29:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:29:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:37:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.38]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 10:56:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/063_2015-10-25_09-59-26.log:<181>Oct 25 11:01:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 11:19:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.40]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 11:21:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 11:46:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 11:46:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 11:51:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/064_2015-10-25_11-06-14.log:<181>Oct 25 12:16:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.34]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 12:23:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 12:24:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 12:52:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 12:55:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.10]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 13:09:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 13:17:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/065_2015-10-25_12-26-04.log:<181>Oct 25 13:19:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 13:52:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:09:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:24:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.33]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:26:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.35]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:27:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.37]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:30:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.37]
008/066_2015-10-25_13-34-19.log:<181>Oct 25 14:33:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:34:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.32]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:40:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.32]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:41:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.32]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:44:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.32]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:44:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:48:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:48:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:56:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.34]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:57:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 14:58:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:01:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:03:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:04:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:04:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:06:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/067_2015-10-25_14-35-03.log:<181>Oct 25 15:13:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.33]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:14:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:14:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:17:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:20:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.35]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:37:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.37]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:47:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/068_2015-10-25_15-14-32.log:<181>Oct 25 15:47:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.38]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 15:56:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 15:56:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:02:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:02:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:07:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.40]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:15:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:25:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.40]
008/069_2015-10-25_15-49-33.log:<181>Oct 25 16:33:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.41]
008/070_2015-10-25_16-34-31.log:<181>Oct 25 16:34:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.40]
008/070_2015-10-25_16-34-31.log:<181>Oct 25 16:40:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.38]
008/070_2015-10-25_16-34-31.log:<181>Oct 25 16:45:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-35-8d-3e-15-28, IP: 192.168.179.38]
008/070_2015-10-25_16-34-31.log:<181>Oct 25 16:49:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.10]
008/070_2015-10-25_16-34-31.log:<181>Oct 25 16:49:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.201]
008/071_2015-10-25_17-06-05.log:<181>Oct 25 17:12:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/071_2015-10-25_17-06-05.log:<181>Oct 25 17:14:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
008/071_2015-10-25_17-06-05.log:<181>Oct 25 17:15:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.39]
008/071_2015-10-25_17-06-05.log:<181>Oct 25 17:15:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.42]
008/072_2015-10-25_17-27-24.log:<181>Oct 25 17:27:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-3b-0-6e, IP: 192.168.179.43]
008/073_2015-10-25_17-48-33.log:<181>Oct 25 18:03:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.40]
008/073_2015-10-25_17-48-33.log:<181>Oct 25 18:08:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
008/074_2015-10-25_18-11-44.log:<181>Oct 25 18:20:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/074_2015-10-25_18-11-44.log:<181>Oct 25 18:20:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/074_2015-10-25_18-11-44.log:<181>Oct 25 18:23:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/074_2015-10-25_18-11-44.log:<181>Oct 25 18:28:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/074_2015-10-25_18-11-44.log:<181>Oct 25 18:29:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/075_2015-10-25_18-32-54.log:<181>Oct 25 18:42:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/076_2015-10-25_19-05-02.log:<181>Oct 25 19:04:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
008/076_2015-10-25_19-05-02.log:<181>Oct 25 19:08:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.32]
